age,job,marital,education,default,housing,loan,contact,campaign,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
46,technician,divorced,professional.course,no,no,no,telephone,2,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
52,services,married,high.school,unknown,no,no,cellular,6,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
52,management,married,university.degree,no,yes,no,cellular,1,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
32,student,single,university.degree,no,no,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
33,services,married,basic.4y,no,no,no,telephone,4,nonexistent,1.1,93.994,-36.4,4.857,5191,0
33,technician,divorced,high.school,no,yes,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
42,technician,single,unknown,no,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.857,5191,0
38,blue-collar,divorced,unknown,no,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.86,5191,0
43,blue-collar,married,high.school,unknown,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
49,admin.,divorced,university.degree,no,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
30,blue-collar,married,basic.9y,no,unknown,unknown,telephone,3,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
37,technician,married,professional.course,no,no,no,cellular,2,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
47,blue-collar,married,professional.course,no,no,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
32,blue-collar,married,basic.4y,no,yes,no,telephone,8,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,0
32,unemployed,married,university.degree,no,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
35,services,divorced,university.degree,no,yes,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
36,management,divorced,university.degree,no,unknown,unknown,cellular,1,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
41,blue-collar,married,basic.9y,no,yes,no,cellular,2,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
48,blue-collar,married,basic.9y,no,yes,no,telephone,2,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
43,technician,married,high.school,no,no,no,cellular,7,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
57,technician,married,university.degree,no,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.864,5191,0
28,entrepreneur,married,university.degree,unknown,no,no,cellular,2,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
30,services,single,high.school,unknown,no,no,telephone,18,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
27,student,single,high.school,no,no,no,cellular,2,failure,-1.8,92.893,-46.2,1.354,5099.1,0
44,blue-collar,married,basic.6y,unknown,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.856,5191,0
43,services,married,basic.9y,no,no,no,telephone,17,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
28,technician,married,basic.9y,no,yes,no,cellular,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
34,blue-collar,married,basic.9y,no,no,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
32,services,married,high.school,no,yes,no,telephone,2,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0
30,admin.,single,university.degree,no,yes,no,cellular,10,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
45,admin.,divorced,university.degree,no,no,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
49,blue-collar,married,basic.4y,unknown,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
45,blue-collar,married,high.school,no,yes,no,telephone,5,nonexistent,1.1,93.994,-36.4,4.855,5191,0
56,technician,married,basic.9y,no,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.857,5191,0
48,admin.,single,university.degree,no,yes,no,cellular,1,success,-1.7,94.027,-38.3,0.9,4991.6,1
42,unemployed,married,high.school,no,yes,no,cellular,2,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
51,management,married,university.degree,no,yes,yes,telephone,2,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
54,blue-collar,married,basic.9y,no,no,no,cellular,2,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1
40,admin.,married,university.degree,no,yes,no,cellular,2,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
47,blue-collar,single,basic.9y,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.86,5191,0
29,technician,single,university.degree,no,no,no,cellular,6,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
37,admin.,married,university.degree,no,yes,yes,cellular,2,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,1
35,technician,married,basic.9y,no,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.858,5191,0
54,technician,married,professional.course,no,yes,no,cellular,2,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
45,unknown,married,university.degree,no,yes,no,cellular,1,failure,-1.8,93.876,-40,0.692,5008.7,0
35,admin.,single,university.degree,no,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
37,blue-collar,married,professional.course,no,yes,no,cellular,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0
38,management,married,basic.9y,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.856,5191,1
33,blue-collar,married,basic.9y,unknown,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.857,5191,0
31,blue-collar,divorced,basic.9y,no,yes,no,telephone,2,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
34,admin.,married,university.degree,unknown,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.855,5191,0
51,blue-collar,divorced,high.school,no,no,no,cellular,2,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
38,blue-collar,married,high.school,unknown,yes,no,cellular,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0
25,admin.,single,basic.9y,no,no,no,cellular,3,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
35,technician,single,professional.course,no,yes,no,cellular,6,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
55,self-employed,married,university.degree,no,yes,no,cellular,2,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0
37,admin.,married,high.school,unknown,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
31,technician,married,high.school,no,no,no,cellular,3,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
36,services,married,high.school,no,unknown,unknown,telephone,4,nonexistent,1.1,93.994,-36.4,4.86,5191,0
59,retired,married,basic.4y,unknown,yes,yes,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
37,blue-collar,married,basic.6y,no,no,no,telephone,1,nonexistent,-3.4,92.431,-26.9,0.73,5017.5,0
74,retired,divorced,high.school,no,yes,yes,telephone,6,nonexistent,-3,92.713,-33,0.715,5023.5,0
44,technician,divorced,basic.9y,unknown,yes,yes,telephone,2,nonexistent,1.1,93.994,-36.4,4.857,5191,0
29,technician,single,professional.course,no,no,no,cellular,3,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
32,services,married,basic.4y,no,yes,yes,cellular,1,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
45,services,divorced,basic.9y,no,yes,no,cellular,1,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
49,blue-collar,married,unknown,unknown,no,no,telephone,4,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
25,services,single,unknown,no,no,no,telephone,4,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
34,blue-collar,divorced,basic.4y,unknown,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
37,technician,single,professional.course,no,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
48,technician,single,university.degree,unknown,yes,no,cellular,2,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
52,services,married,high.school,no,yes,no,telephone,2,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
30,technician,single,professional.course,no,no,no,cellular,3,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
57,retired,married,basic.9y,no,yes,no,cellular,4,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
38,blue-collar,married,basic.4y,no,yes,no,cellular,2,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
31,blue-collar,single,high.school,no,no,no,cellular,1,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
40,technician,married,basic.9y,unknown,yes,no,telephone,2,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
38,services,married,high.school,no,yes,yes,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
33,management,single,university.degree,no,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.855,5191,0
28,admin.,single,university.degree,no,yes,no,cellular,2,success,-1.1,94.199,-37.5,0.882,4963.6,0
33,technician,married,professional.course,no,yes,no,cellular,2,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
58,retired,married,basic.4y,no,no,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
30,self-employed,married,professional.course,no,yes,no,cellular,5,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
42,self-employed,married,professional.course,unknown,no,no,cellular,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0
35,technician,divorced,basic.4y,no,no,no,cellular,1,nonexistent,-1.1,94.767,-50.8,1.035,4963.6,1
41,housemaid,married,high.school,no,yes,no,cellular,4,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
31,self-employed,single,university.degree,no,no,no,cellular,1,failure,-0.1,93.2,-42,4.021,5195.8,0
40,admin.,married,high.school,no,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.856,5191,0
80,retired,married,basic.4y,no,no,no,cellular,1,failure,-3.4,92.431,-26.9,0.742,5017.5,1
47,blue-collar,married,high.school,no,no,no,cellular,2,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
39,housemaid,married,basic.6y,no,yes,no,cellular,4,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
30,technician,married,university.degree,no,no,no,cellular,2,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
33,blue-collar,married,high.school,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.856,5191,0
50,management,married,university.degree,unknown,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.859,5191,0
33,blue-collar,married,basic.9y,no,yes,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,1
40,technician,married,professional.course,no,yes,yes,cellular,1,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
40,retired,married,basic.4y,unknown,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1
30,blue-collar,married,basic.9y,no,yes,no,telephone,1,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
23,management,single,university.degree,no,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
28,blue-collar,married,basic.9y,unknown,no,no,cellular,2,failure,-1.8,92.893,-46.2,1.313,5099.1,0
41,self-employed,married,basic.9y,no,yes,no,cellular,3,failure,-1.8,92.893,-46.2,1.327,5099.1,1
26,student,single,basic.9y,no,no,no,telephone,1,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,1
45,admin.,married,university.degree,no,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
28,admin.,single,university.degree,no,yes,no,cellular,1,success,-1.1,94.601,-49.5,1.032,4963.6,0
32,technician,married,university.degree,no,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
32,management,single,university.degree,no,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
56,entrepreneur,divorced,university.degree,no,no,yes,telephone,1,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
45,admin.,divorced,basic.9y,no,yes,no,cellular,9,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
29,technician,divorced,professional.course,no,yes,no,telephone,19,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
33,technician,married,university.degree,no,yes,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
37,blue-collar,married,basic.4y,no,yes,no,telephone,7,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
51,technician,married,professional.course,no,no,no,cellular,1,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,0
32,blue-collar,married,basic.6y,no,unknown,unknown,telephone,5,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
36,blue-collar,married,basic.4y,no,no,no,cellular,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
36,blue-collar,married,unknown,no,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
32,technician,married,professional.course,no,no,no,telephone,2,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
51,technician,married,professional.course,no,no,yes,telephone,1,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
25,blue-collar,married,basic.9y,unknown,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
39,entrepreneur,married,university.degree,no,yes,no,cellular,3,nonexistent,-1.1,94.199,-37.5,0.881,4963.6,0
33,blue-collar,married,basic.9y,no,yes,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
32,technician,single,professional.course,no,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
35,blue-collar,married,basic.9y,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.858,5191,0
41,technician,divorced,professional.course,no,unknown,unknown,telephone,1,nonexistent,-0.1,93.798,-40.4,5,5195.8,0
44,admin.,married,university.degree,unknown,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.856,5191,0
34,management,married,university.degree,no,no,no,cellular,1,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
27,services,single,high.school,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
51,blue-collar,married,basic.4y,unknown,yes,no,telephone,1,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
42,admin.,married,university.degree,unknown,no,no,telephone,4,nonexistent,1.1,93.994,-36.4,4.857,5191,0
61,blue-collar,married,high.school,no,no,no,cellular,1,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,0
48,unemployed,married,professional.course,no,yes,no,cellular,2,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,1
54,entrepreneur,married,university.degree,no,yes,no,cellular,2,success,-0.1,93.2,-42,4.12,5195.8,0
35,admin.,single,high.school,no,yes,yes,telephone,1,nonexistent,1.1,93.994,-36.4,4.858,5191,0
48,blue-collar,married,basic.9y,no,no,no,cellular,2,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
23,technician,single,professional.course,no,yes,no,telephone,2,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0
33,blue-collar,married,basic.6y,no,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,1
30,admin.,married,university.degree,no,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
25,blue-collar,single,high.school,unknown,no,yes,cellular,3,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
44,technician,single,professional.course,unknown,no,no,telephone,6,nonexistent,1.1,93.994,-36.4,4.858,5191,0
29,technician,single,university.degree,no,no,yes,telephone,7,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
55,retired,married,high.school,no,yes,no,cellular,4,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
24,blue-collar,single,basic.9y,unknown,no,no,telephone,1,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0
61,admin.,married,university.degree,no,yes,no,cellular,5,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
50,technician,married,basic.6y,unknown,no,no,cellular,3,failure,-1.8,92.893,-46.2,1.291,5099.1,0
37,self-employed,single,university.degree,no,yes,no,cellular,2,failure,-1.8,93.075,-47.1,1.365,5099.1,0
33,housemaid,married,professional.course,no,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
48,unemployed,married,university.degree,no,yes,no,cellular,2,nonexistent,-1.8,93.369,-34.8,0.646,5008.7,0
57,retired,married,basic.9y,unknown,yes,no,cellular,6,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
33,management,divorced,university.degree,no,yes,no,cellular,1,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0
40,housemaid,divorced,high.school,no,no,no,telephone,6,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1
30,self-employed,single,university.degree,no,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
34,self-employed,married,university.degree,no,no,no,cellular,1,failure,-3.4,92.431,-26.9,0.74,5017.5,1
54,management,divorced,university.degree,no,yes,no,telephone,3,nonexistent,1.1,93.994,-36.4,4.857,5191,0
31,admin.,married,university.degree,no,no,no,cellular,1,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,0
31,technician,single,professional.course,no,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1
53,unemployed,married,basic.9y,unknown,yes,no,cellular,4,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
43,admin.,single,university.degree,no,yes,no,cellular,4,success,-1.8,93.075,-47.1,1.405,5099.1,1
36,blue-collar,married,basic.9y,no,yes,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
47,admin.,divorced,university.degree,no,yes,no,cellular,4,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
30,technician,married,university.degree,no,yes,yes,cellular,4,nonexistent,-1.7,94.215,-40.3,0.87,4991.6,1
31,self-employed,married,university.degree,no,yes,yes,cellular,1,failure,-0.1,93.2,-42,4.191,5195.8,0
37,services,single,basic.9y,no,no,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
27,blue-collar,single,basic.6y,no,no,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1
46,admin.,married,high.school,no,no,no,telephone,2,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
41,technician,married,basic.9y,no,yes,no,cellular,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
44,blue-collar,married,basic.9y,no,no,no,telephone,4,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
33,admin.,married,university.degree,no,yes,no,cellular,2,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
58,blue-collar,divorced,basic.4y,no,no,no,cellular,1,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,1
34,self-employed,married,university.degree,no,yes,no,cellular,5,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
60,admin.,single,high.school,no,no,yes,telephone,2,nonexistent,1.1,93.994,-36.4,4.856,5191,0
29,blue-collar,married,basic.4y,no,no,yes,cellular,1,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
26,admin.,single,high.school,no,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
31,services,single,high.school,no,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.856,5191,0
36,services,married,university.degree,no,yes,no,cellular,3,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
59,blue-collar,married,basic.4y,unknown,no,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
61,retired,married,university.degree,no,yes,no,cellular,1,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1
30,technician,married,high.school,no,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
40,retired,married,professional.course,no,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
48,technician,married,high.school,no,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
47,services,single,high.school,no,no,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
32,technician,married,university.degree,no,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
31,admin.,married,professional.course,unknown,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
33,blue-collar,married,basic.9y,no,yes,no,cellular,4,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
30,services,single,high.school,no,no,no,cellular,2,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
49,management,married,university.degree,no,yes,no,cellular,1,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
53,self-employed,married,university.degree,no,yes,no,cellular,4,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
33,admin.,married,high.school,no,yes,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
46,services,married,high.school,unknown,yes,no,cellular,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0
45,admin.,married,high.school,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.86,5191,1
31,technician,single,professional.course,unknown,yes,no,telephone,7,nonexistent,1.1,93.994,-36.4,4.857,5191,0
28,blue-collar,single,basic.9y,unknown,no,no,cellular,3,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
29,admin.,single,university.degree,no,yes,yes,cellular,1,nonexistent,-0.1,93.2,-42,4.076,5195.8,1
26,blue-collar,single,basic.9y,no,yes,no,cellular,3,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
20,student,single,unknown,no,yes,no,cellular,4,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,1
42,services,married,high.school,no,yes,yes,cellular,2,failure,-1.8,92.893,-46.2,1.281,5099.1,0
31,blue-collar,married,basic.9y,no,yes,no,cellular,1,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
56,entrepreneur,married,university.degree,unknown,no,yes,cellular,1,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
43,housemaid,divorced,professional.course,no,no,yes,cellular,5,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
